,DC01,DC02,DC03,DC04,DC05,DC06,DC07,DC08,DC09,DC10,DC11,DC12,DC13,DC14,DC15,DC16,DC17,DC18,DC19,DC20,DC21,DC22,DC23,DC24,DC25,DC26,DC27,DC28,DC29,DC30,DC31,DC32,DC33,DC34,DC35,DC36,DC37,DC38,DC39,DC40,DC41,DC42,DC43,DC44,DC45,DC46,DC47,DC48,DC49,DC50,DC51,DC52,DC53,DC54,DC55,DC56,DC57,DC58,DC59,DC60,DC61,DC62,DC63,DC64,DC65,DC66,DC67,DC68,DC69,DC70,DC71,DC72,DC73,DC74,DC75,DC76,DC77,DC78,DC79,DC80,DC81,DC82,DC83,DC84,DC85,DC86,DC87,DC88,DC89,DC90,DC91,DC92,DC93,DC94,DC95
DC70,0.0,3.0,46.0,0.0,55.0,58.0,72.0,0.0,51.0,40.0,0.0,11.0,0.0,0.0,13.0,65.0,32.0,70.0,48.0,19.0,58.0,11.0,7.0,0.0,0.0,37.0,0.0,69.0,15.0,12.0,10.0,23.0,42.0,63.0,14.0,56.0,22.0,62.0,41.0,18.0,26.0,67.0,57.0,59.0,36.0,55.0,53.0,16.0,43.0,14.0,36.0,43.0,51.0,60.0,48.0,61.0,56.0,22.0,61.0,11.0,18.0,73.0,61.0,27.0,22.0,48.0,10.0,62.0,63.0,100.0,11.0,19.0,36.0,49.0,17.0,34.0,55.0,7.0,17.0,11.0,22.0,66.0,14.0,18.0,10.0,9.0,63.0,62.0,17.0,17.0,16.0,56.0,47.0,65.0,20.0
DC71,10.0,36.0,25.0,8.0,20.0,18.0,12.0,8.0,22.0,19.0,7.0,45.0,7.0,9.0,44.0,14.0,27.0,13.0,16.0,42.0,18.0,49.0,49.0,9.0,7.0,24.0,7.0,16.0,47.0,43.0,35.0,28.0,24.0,20.0,53.0,18.0,32.0,22.0,31.0,41.0,30.0,14.0,18.0,22.0,26.0,10.0,17.0,39.0,14.0,47.0,22.0,23.0,22.0,17.0,14.0,10.0,20.0,36.0,15.0,48.0,35.0,13.0,19.0,31.0,39.0,21.0,48.0,19.0,14.0,11.0,100.0,38.0,28.0,28.0,41.0,32.0,15.0,49.0,40.0,44.0,32.0,14.0,38.0,37.0,42.0,46.0,17.0,20.0,38.0,42.0,45.0,21.0,20.0,21.0,38.0
DC72,0.0,28.0,20.0,0.0,32.0,32.0,19.0,0.0,26.0,18.0,0.0,52.0,0.0,0.0,51.0,23.0,36.0,21.0,33.0,51.0,24.0,42.0,53.0,2.0,0.0,38.0,0.0,21.0,57.0,46.0,50.0,49.0,21.0,21.0,50.0,20.0,44.0,26.0,35.0,41.0,25.0,21.0,21.0,24.0,44.0,23.0,21.0,46.0,21.0,46.0,37.0,32.0,18.0,20.0,26.0,16.0,32.0,56.0,20.0,41.0,40.0,18.0,20.0,40.0,52.0,30.0,54.0,12.0,16.0,19.0,38.0,100.0,29.0,29.0,53.0,23.0,30.0,45.0,57.0,42.0,39.0,23.0,55.0,49.0,51.0,40.0,27.0,22.0,43.0,50.0,47.0,30.0,29.0,34.0,47.0
DC73,1.0,18.0,34.0,0.0,41.0,33.0,38.0,1.0,45.0,41.0,0.0,26.0,0.0,0.0,37.0,41.0,42.0,40.0,36.0,25.0,35.0,30.0,19.0,2.0,0.0,54.0,0.0,35.0,30.0,28.0,24.0,24.0,44.0,40.0,30.0,35.0,32.0,45.0,46.0,25.0,37.0,38.0,45.0,41.0,35.0,42.0,42.0,30.0,51.0,26.0,46.0,46.0,36.0,43.0,41.0,43.0,44.0,37.0,45.0,30.0,33.0,35.0,41.0,31.0,27.0,41.0,31.0,49.0,41.0,36.0,28.0,29.0,100.0,50.0,31.0,49.0,33.0,24.0,25.0,26.0,38.0,47.0,26.0,29.0,33.0,22.0,36.0,37.0,27.0,24.0,31.0,38.0,35.0,41.0,24.0
DC74,1.0,8.0,28.0,0.0,48.0,50.0,43.0,0.0,52.0,36.0,0.0,27.0,0.0,0.0,21.0,48.0,41.0,52.0,43.0,26.0,49.0,18.0,18.0,1.0,0.0,40.0,0.0,49.0,23.0,20.0,17.0,28.0,41.0,50.0,27.0,44.0,28.0,48.0,40.0,20.0,28.0,44.0,48.0,48.0,34.0,40.0,48.0,25.0,43.0,24.0,46.0,38.0,52.0,50.0,42.0,47.0,45.0,30.0,54.0,18.0,29.0,53.0,43.0,35.0,29.0,50.0,21.0,51.0,49.0,49.0,28.0,29.0,50.0,100.0,35.0,52.0,42.0,22.0,21.0,26.0,34.0,48.0,13.0,28.0,15.0,15.0,41.0,43.0,26.0,19.0,32.0,42.0,46.0,50.0,29.0
DC75,1.0,26.0,22.0,0.0,26.0,31.0,19.0,0.0,20.0,22.0,1.0,59.0,0.0,0.0,49.0,28.0,43.0,16.0,27.0,61.0,30.0,46.0,43.0,1.0,0.0,34.0,0.0,18.0,55.0,41.0,50.0,54.0,18.0,24.0,50.0,17.0,42.0,31.0,39.0,46.0,28.0,16.0,28.0,18.0,37.0,16.0,18.0,49.0,21.0,43.0,38.0,33.0,26.0,17.0,19.0,16.0,26.0,41.0,16.0,36.0,40.0,21.0,14.0,55.0,57.0,23.0,60.0,15.0,19.0,17.0,41.0,53.0,31.0,35.0,100.0,30.0,29.0,48.0,54.0,50.0,40.0,25.0,47.0,47.0,48.0,43.0,21.0,24.0,45.0,53.0,50.0,26.0,38.0,31.0,59.0
DC76,2.0,14.0,31.0,0.0,36.0,33.0,32.0,0.0,45.0,37.0,1.0,26.0,0.0,0.0,34.0,42.0,47.0,33.0,37.0,24.0,43.0,30.0,20.0,1.0,0.0,36.0,0.0,34.0,26.0,28.0,30.0,29.0,41.0,45.0,26.0,39.0,35.0,41.0,42.0,24.0,43.0,31.0,43.0,35.0,34.0,33.0,39.0,35.0,43.0,28.0,39.0,44.0,42.0,38.0,41.0,33.0,41.0,38.0,35.0,22.0,35.0,30.0,42.0,30.0,36.0,43.0,27.0,39.0,41.0,34.0,32.0,23.0,49.0,52.0,30.0,100.0,32.0,25.0,27.0,22.0,48.0,34.0,23.0,28.0,30.0,26.0,34.0,36.0,35.0,27.0,33.0,28.0,38.0,39.0,32.0
DC77,0.0,13.0,37.0,0.0,59.0,57.0,50.0,0.0,45.0,30.0,0.0,27.0,0.0,0.0,24.0,52.0,36.0,54.0,50.0,27.0,56.0,21.0,18.0,0.0,0.0,30.0,0.0,55.0,22.0,24.0,27.0,35.0,39.0,56.0,21.0,54.0,18.0,40.0,39.0,21.0,27.0,57.0,46.0,52.0,38.0,44.0,54.0,30.0,42.0,22.0,43.0,41.0,45.0,50.0,48.0,53.0,42.0,44.0,52.0,16.0,24.0,44.0,49.0,32.0,31.0,44.0,18.0,47.0,53.0,55.0,15.0,30.0,33.0,42.0,29.0,32.0,100.0,16.0,25.0,23.0,35.0,54.0,23.0,26.0,21.0,14.0,49.0,50.0,23.0,29.0,27.0,51.0,47.0,49.0,33.0
DC78,4.0,51.0,20.0,3.0,20.0,14.0,5.0,2.0,12.0,18.0,2.0,58.0,1.0,1.0,51.0,16.0,30.0,12.0,17.0,52.0,11.0,56.0,60.0,3.0,1.0,32.0,1.0,9.0,54.0,59.0,52.0,38.0,16.0,13.0,65.0,9.0,44.0,15.0,30.0,50.0,35.0,8.0,15.0,12.0,27.0,12.0,7.0,38.0,13.0,55.0,28.0,18.0,15.0,9.0,14.0,8.0,20.0,39.0,5.0,48.0,42.0,9.0,6.0,36.0,47.0,15.0,55.0,9.0,8.0,7.0,49.0,45.0,24.0,22.0,48.0,25.0,16.0,100.0,60.0,53.0,32.0,11.0,54.0,50.0,55.0,62.0,12.0,9.0,52.0,51.0,54.0,15.0,25.0,14.0,46.0
DC79,1.0,40.0,18.0,2.0,24.0,19.0,13.0,2.0,20.0,13.0,1.0,54.0,0.0,1.0,55.0,16.0,33.0,16.0,19.0,59.0,23.0,57.0,54.0,0.0,0.0,34.0,0.0,12.0,64.0,51.0,46.0,48.0,14.0,19.0,48.0,14.0,43.0,25.0,32.0,51.0,26.0,10.0,19.0,12.0,36.0,16.0,12.0,52.0,16.0,51.0,27.0,21.0,14.0,15.0,17.0,12.0,22.0,47.0,13.0,49.0,39.0,16.0,11.0,46.0,52.0,18.0,58.0,7.0,11.0,17.0,40.0,57.0,25.0,21.0,54.0,27.0,25.0,60.0,100.0,53.0,32.0,17.0,58.0,44.0,59.0,61.0,18.0,16.0,49.0,46.0,42.0,22.0,23.0,22.0,51.0
DC80,2.0,42.0,23.0,3.0,22.0,22.0,15.0,1.0,13.0,20.0,1.0,59.0,0.0,2.0,53.0,14.0,29.0,17.0,24.0,51.0,17.0,52.0,55.0,2.0,0.0,28.0,0.0,10.0,49.0,51.0,42.0,42.0,22.0,19.0,53.0,18.0,44.0,16.0,27.0,52.0,33.0,13.0,22.0,17.0,35.0,14.0,17.0,44.0,22.0,49.0,31.0,22.0,14.0,20.0,21.0,13.0,24.0,37.0,13.0,45.0,37.0,12.0,16.0,45.0,45.0,20.0,53.0,12.0,14.0,11.0,44.0,42.0,26.0,26.0,50.0,22.0,23.0,53.0,53.0,100.0,35.0,15.0,42.0,45.0,47.0,51.0,14.0,18.0,50.0,45.0,49.0,22.0,30.0,15.0,54.0
DC81,1.0,29.0,22.0,0.0,36.0,35.0,25.0,1.0,25.0,30.0,0.0,40.0,0.0,1.0,44.0,28.0,45.0,22.0,37.0,43.0,36.0,44.0,28.0,1.0,0.0,38.0,0.0,27.0,39.0,36.0,46.0,39.0,37.0,32.0,41.0,25.0,42.0,24.0,37.0,37.0,36.0,24.0,35.0,26.0,35.0,34.0,24.0,42.0,40.0,38.0,29.0,38.0,31.0,24.0,27.0,21.0,24.0,39.0,30.0,36.0,40.0,24.0,28.0,39.0,36.0,35.0,33.0,25.0,28.0,22.0,32.0,39.0,38.0,34.0,40.0,48.0,35.0,32.0,32.0,35.0,100.0,21.0,40.0,42.0,34.0,30.0,26.0,25.0,41.0,47.0,49.0,32.0,35.0,30.0,42.0
DC82,0.0,5.0,37.0,0.0,55.0,48.0,65.0,0.0,55.0,40.0,0.0,17.0,0.0,0.0,16.0,63.0,34.0,66.0,63.0,22.0,50.0,15.0,8.0,0.0,0.0,42.0,0.0,63.0,17.0,11.0,13.0,32.0,47.0,53.0,14.0,57.0,18.0,62.0,34.0,12.0,33.0,69.0,53.0,57.0,36.0,58.0,57.0,27.0,49.0,20.0,47.0,39.0,58.0,53.0,50.0,67.0,53.0,28.0,63.0,12.0,20.0,58.0,53.0,23.0,25.0,44.0,17.0,65.0,63.0,66.0,14.0,23.0,47.0,48.0,25.0,34.0,54.0,11.0,17.0,15.0,21.0,100.0,19.0,22.0,13.0,9.0,62.0,58.0,18.0,21.0,20.0,59.0,45.0,64.0,20.0
DC83,1.0,41.0,21.0,1.0,23.0,17.0,8.0,2.0,17.0,24.0,1.0,44.0,0.0,1.0,51.0,23.0,36.0,16.0,15.0,56.0,17.0,57.0,60.0,1.0,0.0,36.0,0.0,10.0,55.0,51.0,56.0,35.0,28.0,14.0,49.0,19.0,36.0,20.0,33.0,51.0,26.0,14.0,21.0,15.0,34.0,17.0,13.0,43.0,25.0,48.0,30.0,31.0,20.0,18.0,28.0,15.0,29.0,52.0,13.0,47.0,45.0,11.0,19.0,42.0,43.0,15.0,62.0,11.0,14.0,14.0,38.0,55.0,26.0,13.0,47.0,23.0,23.0,54.0,58.0,42.0,40.0,19.0,100.0,43.0,58.0,50.0,15.0,14.0,48.0,56.0,44.0,19.0,31.0,22.0,44.0
DC84,1.0,32.0,20.0,1.0,22.0,26.0,17.0,0.0,24.0,22.0,0.0,45.0,0.0,2.0,51.0,28.0,40.0,23.0,25.0,55.0,24.0,50.0,46.0,1.0,0.0,35.0,0.0,15.0,47.0,47.0,54.0,49.0,25.0,19.0,47.0,23.0,41.0,15.0,37.0,48.0,33.0,20.0,28.0,19.0,27.0,18.0,20.0,48.0,26.0,40.0,35.0,30.0,14.0,15.0,29.0,18.0,30.0,43.0,18.0,36.0,47.0,17.0,13.0,46.0,50.0,24.0,54.0,18.0,16.0,18.0,37.0,49.0,29.0,28.0,47.0,28.0,26.0,50.0,44.0,45.0,42.0,22.0,43.0,100.0,46.0,40.0,17.0,25.0,50.0,54.0,47.0,24.0,27.0,29.0,50.0
DC85,2.0,42.0,22.0,2.0,23.0,19.0,13.0,1.0,20.0,24.0,2.0,52.0,0.0,2.0,54.0,13.0,28.0,11.0,20.0,45.0,17.0,50.0,57.0,2.0,0.0,35.0,0.0,14.0,52.0,59.0,53.0,36.0,21.0,15.0,48.0,14.0,40.0,21.0,28.0,51.0,34.0,12.0,13.0,14.0,30.0,14.0,16.0,50.0,20.0,44.0,26.0,29.0,18.0,16.0,22.0,12.0,15.0,39.0,11.0,52.0,39.0,9.0,12.0,43.0,49.0,18.0,58.0,11.0,13.0,10.0,42.0,51.0,33.0,15.0,48.0,30.0,21.0,55.0,59.0,47.0,34.0,13.0,58.0,46.0,100.0,51.0,19.0,20.0,49.0,53.0,43.0,19.0,26.0,26.0,42.0
DC86,5.0,56.0,21.0,6.0,16.0,9.0,7.0,6.0,12.0,21.0,5.0,53.0,4.0,6.0,53.0,11.0,30.0,9.0,11.0,52.0,14.0,53.0,58.0,6.0,4.0,26.0,4.0,9.0,53.0,50.0,47.0,36.0,15.0,13.0,55.0,8.0,44.0,11.0,27.0,54.0,29.0,6.0,12.0,5.0,27.0,11.0,7.0,49.0,13.0,49.0,22.0,18.0,12.0,7.0,12.0,5.0,13.0,38.0,5.0,53.0,41.0,9.0,8.0,39.0,47.0,10.0,58.0,6.0,7.0,9.0,46.0,40.0,22.0,15.0,43.0,26.0,14.0,62.0,61.0,51.0,30.0,9.0,50.0,40.0,51.0,100.0,10.0,12.0,50.0,47.0,44.0,10.0,16.0,11.0,48.0
DC87,0.0,7.0,46.0,0.0,54.0,52.0,62.0,0.0,45.0,41.0,0.0,16.0,0.0,0.0,13.0,63.0,31.0,65.0,57.0,19.0,58.0,15.0,14.0,0.0,0.0,39.0,0.0,64.0,11.0,10.0,13.0,30.0,53.0,63.0,15.0,51.0,24.0,58.0,33.0,13.0,25.0,66.0,46.0,54.0,32.0,54.0,62.0,22.0,45.0,11.0,36.0,42.0,50.0,56.0,46.0,62.0,42.0,28.0,62.0,9.0,17.0,60.0,52.0,29.0,26.0,47.0,10.0,55.0,68.0,63.0,17.0,27.0,36.0,41.0,21.0,34.0,49.0,12.0,18.0,14.0,26.0,62.0,15.0,17.0,19.0,10.0,100.0,53.0,20.0,18.0,17.0,65.0,39.0,60.0,20.0
DC88,0.0,8.0,48.0,0.0,48.0,56.0,61.0,0.0,50.0,35.0,1.0,11.0,0.0,1.0,21.0,60.0,34.0,57.0,51.0,22.0,47.0,14.0,12.0,0.0,0.0,35.0,0.0,55.0,14.0,14.0,17.0,31.0,41.0,51.0,19.0,58.0,25.0,56.0,43.0,19.0,40.0,57.0,47.0,56.0,40.0,52.0,56.0,27.0,43.0,19.0,37.0,46.0,44.0,53.0,42.0,57.0,51.0,24.0,55.0,12.0,21.0,61.0,52.0,28.0,21.0,54.0,16.0,51.0,52.0,62.0,20.0,22.0,37.0,43.0,24.0,36.0,50.0,9.0,16.0,18.0,25.0,58.0,14.0,25.0,20.0,12.0,53.0,100.0,16.0,24.0,16.0,55.0,39.0,56.0,22.0
DC89,2.0,43.0,26.0,0.0,16.0,18.0,11.0,0.0,25.0,28.0,1.0,48.0,0.0,1.0,47.0,24.0,29.0,20.0,24.0,54.0,24.0,57.0,50.0,2.0,0.0,38.0,0.0,16.0,44.0,50.0,53.0,40.0,31.0,20.0,45.0,19.0,52.0,20.0,29.0,43.0,37.0,10.0,19.0,15.0,31.0,15.0,13.0,44.0,26.0,42.0,32.0,29.0,22.0,16.0,24.0,16.0,24.0,42.0,11.0,40.0,47.0,15.0,19.0,50.0,45.0,23.0,51.0,20.0,19.0,17.0,38.0,43.0,27.0,26.0,45.0,35.0,23.0,52.0,49.0,50.0,41.0,18.0,48.0,50.0,49.0,50.0,20.0,16.0,100.0,42.0,52.0,24.0,28.0,19.0,53.0
DC90,0.0,33.0,27.0,0.0,28.0,25.0,13.0,0.0,17.0,19.0,1.0,50.0,0.0,2.0,45.0,21.0,34.0,16.0,28.0,53.0,24.0,51.0,48.0,1.0,0.0,28.0,0.0,12.0,53.0,52.0,54.0,52.0,28.0,18.0,54.0,18.0,46.0,18.0,30.0,49.0,30.0,15.0,26.0,20.0,30.0,15.0,17.0,50.0,21.0,47.0,26.0,27.0,23.0,11.0,25.0,11.0,24.0,50.0,14.0,37.0,36.0,16.0,17.0,38.0,51.0,21.0,52.0,11.0,13.0,17.0,42.0,50.0,24.0,19.0,53.0,27.0,29.0,51.0,46.0,45.0,47.0,21.0,56.0,54.0,53.0,47.0,18.0,24.0,42.0,100.0,45.0,22.0,30.0,25.0,44.0
DC91,1.0,38.0,21.0,0.0,24.0,26.0,10.0,0.0,22.0,27.0,0.0,55.0,0.0,1.0,43.0,19.0,36.0,20.0,24.0,52.0,18.0,56.0,51.0,2.0,0.0,31.0,0.0,19.0,47.0,42.0,49.0,40.0,21.0,24.0,55.0,17.0,45.0,22.0,33.0,47.0,32.0,19.0,28.0,21.0,31.0,16.0,17.0,42.0,21.0,37.0,33.0,28.0,28.0,21.0,24.0,12.0,21.0,42.0,19.0,41.0,47.0,20.0,22.0,41.0,48.0,21.0,44.0,24.0,21.0,16.0,45.0,47.0,31.0,32.0,50.0,33.0,27.0,54.0,42.0,49.0,49.0,20.0,44.0,47.0,43.0,44.0,17.0,16.0,52.0,45.0,100.0,24.0,32.0,21.0,47.0
DC92,1.0,10.0,49.0,0.0,53.0,53.0,52.0,0.0,51.0,39.0,0.0,24.0,0.0,0.0,16.0,52.0,34.0,50.0,54.0,23.0,49.0,24.0,19.0,0.0,0.0,37.0,0.0,59.0,22.0,15.0,22.0,36.0,43.0,52.0,22.0,52.0,21.0,50.0,44.0,21.0,31.0,55.0,48.0,54.0,35.0,47.0,55.0,34.0,43.0,21.0,39.0,47.0,51.0,49.0,46.0,55.0,47.0,28.0,49.0,14.0,24.0,53.0,46.0,35.0,26.0,47.0,14.0,51.0,53.0,56.0,21.0,30.0,38.0,42.0,26.0,28.0,51.0,15.0,22.0,22.0,32.0,59.0,19.0,24.0,19.0,10.0,65.0,55.0,24.0,22.0,24.0,100.0,37.0,56.0,28.0
DC93,1.0,13.0,26.0,0.0,46.0,47.0,48.0,0.0,32.0,41.0,0.0,29.0,0.0,0.0,28.0,45.0,46.0,46.0,45.0,30.0,48.0,21.0,22.0,0.0,0.0,34.0,0.0,43.0,29.0,23.0,29.0,35.0,47.0,48.0,27.0,39.0,32.0,52.0,40.0,26.0,31.0,50.0,42.0,33.0,43.0,42.0,47.0,30.0,41.0,33.0,46.0,40.0,50.0,35.0,41.0,43.0,43.0,37.0,35.0,20.0,30.0,50.0,47.0,32.0,35.0,39.0,26.0,44.0,49.0,47.0,20.0,29.0,35.0,46.0,38.0,38.0,47.0,25.0,23.0,30.0,35.0,45.0,31.0,27.0,26.0,16.0,39.0,39.0,28.0,30.0,32.0,37.0,100.0,47.0,28.0
DC94,0.0,7.0,33.0,0.0,53.0,56.0,61.0,0.0,45.0,39.0,0.0,16.0,0.0,0.0,20.0,59.0,46.0,65.0,48.0,23.0,55.0,16.0,11.0,1.0,0.0,42.0,0.0,59.0,22.0,12.0,21.0,32.0,43.0,52.0,19.0,51.0,26.0,51.0,39.0,17.0,30.0,63.0,50.0,54.0,35.0,58.0,65.0,22.0,44.0,19.0,37.0,52.0,50.0,47.0,41.0,55.0,54.0,29.0,53.0,12.0,21.0,61.0,51.0,28.0,30.0,50.0,19.0,50.0,59.0,65.0,21.0,34.0,41.0,50.0,31.0,39.0,49.0,14.0,22.0,15.0,30.0,64.0,22.0,29.0,26.0,11.0,60.0,56.0,19.0,25.0,21.0,56.0,47.0,100.0,23.0
DC95,3.0,32.0,27.0,1.0,15.0,20.0,16.0,1.0,22.0,17.0,0.0,46.0,0.0,1.0,49.0,23.0,38.0,20.0,28.0,54.0,26.0,57.0,42.0,1.0,0.0,29.0,0.0,12.0,53.0,49.0,51.0,46.0,19.0,17.0,44.0,23.0,38.0,18.0,40.0,42.0,31.0,13.0,27.0,17.0,34.0,11.0,18.0,50.0,23.0,39.0,35.0,28.0,22.0,15.0,26.0,21.0,25.0,41.0,17.0,45.0,54.0,15.0,14.0,53.0,52.0,20.0,50.0,14.0,15.0,20.0,38.0,47.0,24.0,29.0,59.0,32.0,33.0,46.0,51.0,54.0,42.0,20.0,44.0,50.0,42.0,48.0,20.0,22.0,53.0,44.0,47.0,28.0,28.0,23.0,100.0
